,mesh_cd,geometry,idxmax
510,53394395,"POLYGON ((139.4375 35.7416666666667, 139.45 35.7416666666667, 139.45 35.75, 139.4375 35.75, 139.4375 35.7416666666667))",セブンイ
511,53394397,"POLYGON ((139.4625 35.7416666666667, 139.475 35.7416666666667, 139.475 35.75, 139.4625 35.75, 139.4625 35.7416666666667))",サンクス
512,53394398,"POLYGON ((139.475 35.7416666666667, 139.4875 35.7416666666667, 139.4875 35.75, 139.475 35.75, 139.475 35.7416666666667))",セブンイ
513,53394399,"POLYGON ((139.4875 35.7416666666667, 139.5 35.7416666666667, 139.5 35.75, 139.4875 35.75, 139.4875 35.7416666666667))",セブンイ
514,53394400,"POLYGON ((139.5 35.6666666666667, 139.5125 35.6666666666667, 139.5125 35.675, 139.5 35.675, 139.5 35.6666666666667))",セブンイ
515,53394401,"POLYGON ((139.5125 35.6666666666667, 139.525 35.6666666666667, 139.525 35.675, 139.5125 35.675, 139.5125 35.6666666666667))",ミニスト
516,53394402,"POLYGON ((139.525 35.6666666666667, 139.5375 35.6666666666667, 139.5375 35.675, 139.525 35.675, 139.525 35.6666666666667))",ファミリ
517,53394403,"POLYGON ((139.5375 35.6666666666667, 139.55 35.6666666666667, 139.55 35.675, 139.5375 35.675, 139.5375 35.6666666666667))",セブンイ
518,53394404,"POLYGON ((139.55 35.6666666666667, 139.5625 35.6666666666667, 139.5625 35.675, 139.55 35.675, 139.55 35.6666666666667))",サークル
519,53394405,"POLYGON ((139.5625 35.6666666666667, 139.575 35.6666666666667, 139.575 35.675, 139.5625 35.675, 139.5625 35.6666666666667))",サークル
520,53394406,"POLYGON ((139.575 35.6666666666667, 139.5875 35.6666666666667, 139.5875 35.675, 139.575 35.675, 139.575 35.6666666666667))",セブンイ
521,53394407,"POLYGON ((139.5875 35.6666666666667, 139.6 35.6666666666667, 139.6 35.675, 139.5875 35.675, 139.5875 35.6666666666667))",セブンイ
522,53394408,"POLYGON ((139.6 35.6666666666667, 139.6125 35.6666666666667, 139.6125 35.675, 139.6 35.675, 139.6 35.6666666666667))",ファミリ
523,53394409,"POLYGON ((139.6125 35.6666666666667, 139.625 35.6666666666667, 139.625 35.675, 139.6125 35.675, 139.6125 35.6666666666667))",ファミリ
524,53394411,"POLYGON ((139.5125 35.675, 139.525 35.675, 139.525 35.6833333333333, 139.5125 35.6833333333333, 139.5125 35.675))",スリーエ
525,53394412,"POLYGON ((139.525 35.675, 139.5375 35.675, 139.5375 35.6833333333333, 139.525 35.6833333333333, 139.525 35.675))",セブンイ
526,53394413,"POLYGON ((139.5375 35.675, 139.55 35.675, 139.55 35.6833333333333, 139.5375 35.6833333333333, 139.5375 35.675))",セブンイ
527,53394414,"POLYGON ((139.55 35.675, 139.5625 35.675, 139.5625 35.6833333333333, 139.55 35.6833333333333, 139.55 35.675))",サンクス
528,53394415,"POLYGON ((139.5625 35.675, 139.575 35.675, 139.575 35.6833333333333, 139.5625 35.6833333333333, 139.5625 35.675))",セブンイ
529,53394416,"POLYGON ((139.575 35.675, 139.5875 35.675, 139.5875 35.6833333333333, 139.575 35.6833333333333, 139.575 35.675))",セブンイ
530,53394417,"POLYGON ((139.5875 35.675, 139.6 35.675, 139.6 35.6833333333333, 139.5875 35.6833333333333, 139.5875 35.675))",ローソン
531,53394418,"POLYGON ((139.6 35.675, 139.6125 35.675, 139.6125 35.6833333333333, 139.6 35.6833333333333, 139.6 35.675))",ローソン
532,53394419,"POLYGON ((139.6125 35.675, 139.625 35.675, 139.625 35.6833333333333, 139.6125 35.6833333333333, 139.6125 35.675))",他
533,53394420,"POLYGON ((139.5 35.6833333333333, 139.5125 35.6833333333333, 139.5125 35.6916666666667, 139.5 35.6916666666667, 139.5 35.6833333333333))",サンクス
534,53394422,"POLYGON ((139.525 35.6833333333333, 139.5375 35.6833333333333, 139.5375 35.6916666666667, 139.525 35.6916666666667, 139.525 35.6833333333333))",サンクス
535,53394423,"POLYGON ((139.5375 35.6833333333333, 139.55 35.6833333333333, 139.55 35.6916666666667, 139.5375 35.6916666666667, 139.5375 35.6833333333333))",サンクス
536,53394424,"POLYGON ((139.55 35.6833333333333, 139.5625 35.6833333333333, 139.5625 35.6916666666667, 139.55 35.6916666666667, 139.55 35.6833333333333))",セブンイ
537,53394425,"POLYGON ((139.5625 35.6833333333333, 139.575 35.6833333333333, 139.575 35.6916666666667, 139.5625 35.6916666666667, 139.5625 35.6833333333333))",セブンイ
538,53394426,"POLYGON ((139.575 35.6833333333333, 139.5875 35.6833333333333, 139.5875 35.6916666666667, 139.575 35.6916666666667, 139.575 35.6833333333333))",セブンイ
539,53394427,"POLYGON ((139.5875 35.6833333333333, 139.6 35.6833333333333, 139.6 35.6916666666667, 139.5875 35.6916666666667, 139.5875 35.6833333333333))",セブンイ
540,53394428,"POLYGON ((139.6 35.6833333333333, 139.6125 35.6833333333333, 139.6125 35.6916666666667, 139.6 35.6916666666667, 139.6 35.6833333333333))",セブンイ
541,53394429,"POLYGON ((139.6125 35.6833333333333, 139.625 35.6833333333333, 139.625 35.6916666666667, 139.6125 35.6916666666667, 139.6125 35.6833333333333))",セブンイ
542,53394430,"POLYGON ((139.5 35.6916666666667, 139.5125 35.6916666666667, 139.5125 35.7, 139.5 35.7, 139.5 35.6916666666667))",ファミリ
543,53394431,"POLYGON ((139.5125 35.6916666666667, 139.525 35.6916666666667, 139.525 35.7, 139.5125 35.7, 139.5125 35.6916666666667))",サークル
544,53394432,"POLYGON ((139.525 35.6916666666667, 139.5375 35.6916666666667, 139.5375 35.7, 139.525 35.7, 139.525 35.6916666666667))",セブンイ
545,53394433,"POLYGON ((139.5375 35.6916666666667, 139.55 35.6916666666667, 139.55 35.7, 139.5375 35.7, 139.5375 35.6916666666667))",セブンイ
546,53394434,"POLYGON ((139.55 35.6916666666667, 139.5625 35.6916666666667, 139.5625 35.7, 139.55 35.7, 139.55 35.6916666666667))",セブンイ
547,53394435,"POLYGON ((139.5625 35.6916666666667, 139.575 35.6916666666667, 139.575 35.7, 139.5625 35.7, 139.5625 35.6916666666667))",ファミリ
548,53394436,"POLYGON ((139.575 35.6916666666667, 139.5875 35.6916666666667, 139.5875 35.7, 139.575 35.7, 139.575 35.6916666666667))",セブンイ
549,53394437,"POLYGON ((139.5875 35.6916666666667, 139.6 35.6916666666667, 139.6 35.7, 139.5875 35.7, 139.5875 35.6916666666667))",ファミリ
550,53394438,"POLYGON ((139.6 35.6916666666667, 139.6125 35.6916666666667, 139.6125 35.7, 139.6 35.7, 139.6 35.6916666666667))",セブンイ
551,53394439,"POLYGON ((139.6125 35.6916666666667, 139.625 35.6916666666667, 139.625 35.7, 139.6125 35.7, 139.6125 35.6916666666667))",ファミリ
552,53394440,"POLYGON ((139.5 35.7, 139.5125 35.7, 139.5125 35.7083333333333, 139.5 35.7083333333333, 139.5 35.7))",セブンイ
553,53394441,"POLYGON ((139.5125 35.7, 139.525 35.7, 139.525 35.7083333333333, 139.5125 35.7083333333333, 139.5125 35.7))",セブンイ
554,53394442,"POLYGON ((139.525 35.7, 139.5375 35.7, 139.5375 35.7083333333333, 139.525 35.7083333333333, 139.525 35.7))",セブンイ
555,53394443,"POLYGON ((139.5375 35.7, 139.55 35.7, 139.55 35.7083333333333, 139.5375 35.7083333333333, 139.5375 35.7))",セブンイ
556,53394444,"POLYGON ((139.55 35.7, 139.5625 35.7, 139.5625 35.7083333333333, 139.55 35.7083333333333, 139.55 35.7))",セブンイ
557,53394445,"POLYGON ((139.5625 35.7, 139.575 35.7, 139.575 35.7083333333333, 139.5625 35.7083333333333, 139.5625 35.7))",セブンイ
558,53394446,"POLYGON ((139.575 35.7, 139.5875 35.7, 139.5875 35.7083333333333, 139.575 35.7083333333333, 139.575 35.7))",ファミリ
559,53394447,"POLYGON ((139.5875 35.7, 139.6 35.7, 139.6 35.7083333333333, 139.5875 35.7083333333333, 139.5875 35.7))",セブンイ
560,53394448,"POLYGON ((139.6 35.7, 139.6125 35.7, 139.6125 35.7083333333333, 139.6 35.7083333333333, 139.6 35.7))",セブンイ
561,53394449,"POLYGON ((139.6125 35.7, 139.625 35.7, 139.625 35.7083333333333, 139.6125 35.7083333333333, 139.6125 35.7))",セブンイ
562,53394450,"POLYGON ((139.5 35.7083333333333, 139.5125 35.7083333333333, 139.5125 35.7166666666667, 139.5 35.7166666666667, 139.5 35.7083333333333))",スリーエ
563,53394451,"POLYGON ((139.5125 35.7083333333333, 139.525 35.7083333333333, 139.525 35.7166666666667, 139.5125 35.7166666666667, 139.5125 35.7083333333333))",スリーエ
564,53394452,"POLYGON ((139.525 35.7083333333333, 139.5375 35.7083333333333, 139.5375 35.7166666666667, 139.525 35.7166666666667, 139.525 35.7083333333333))",サンクス
565,53394453,"POLYGON ((139.5375 35.7083333333333, 139.55 35.7083333333333, 139.55 35.7166666666667, 139.5375 35.7166666666667, 139.5375 35.7083333333333))",セブンイ
566,53394454,"POLYGON ((139.55 35.7083333333333, 139.5625 35.7083333333333, 139.5625 35.7166666666667, 139.55 35.7166666666667, 139.55 35.7083333333333))",ファミリ
567,53394455,"POLYGON ((139.5625 35.7083333333333, 139.575 35.7083333333333, 139.575 35.7166666666667, 139.5625 35.7166666666667, 139.5625 35.7083333333333))",セブンイ
568,53394456,"POLYGON ((139.575 35.7083333333333, 139.5875 35.7083333333333, 139.5875 35.7166666666667, 139.575 35.7166666666667, 139.575 35.7083333333333))",セブンイ
569,53394457,"POLYGON ((139.5875 35.7083333333333, 139.6 35.7083333333333, 139.6 35.7166666666667, 139.5875 35.7166666666667, 139.5875 35.7083333333333))",デイリー
570,53394458,"POLYGON ((139.6 35.7083333333333, 139.6125 35.7083333333333, 139.6125 35.7166666666667, 139.6 35.7166666666667, 139.6 35.7083333333333))",セブンイ
571,53394459,"POLYGON ((139.6125 35.7083333333333, 139.625 35.7083333333333, 139.625 35.7166666666667, 139.6125 35.7166666666667, 139.6125 35.7083333333333))",セブンイ
572,53394460,"POLYGON ((139.5 35.7166666666667, 139.5125 35.7166666666667, 139.5125 35.725, 139.5 35.725, 139.5 35.7166666666667))",セブンイ
573,53394461,"POLYGON ((139.5125 35.7166666666667, 139.525 35.7166666666667, 139.525 35.725, 139.5125 35.725, 139.5125 35.7166666666667))",エーエム
574,53394463,"POLYGON ((139.5375 35.7166666666667, 139.55 35.7166666666667, 139.55 35.725, 139.5375 35.725, 139.5375 35.7166666666667))",セブンイ
575,53394464,"POLYGON ((139.55 35.7166666666667, 139.5625 35.7166666666667, 139.5625 35.725, 139.55 35.725, 139.55 35.7166666666667))",ファミリ
576,53394465,"POLYGON ((139.5625 35.7166666666667, 139.575 35.7166666666667, 139.575 35.725, 139.5625 35.725, 139.5625 35.7166666666667))",エーエム
577,53394466,"POLYGON ((139.575 35.7166666666667, 139.5875 35.7166666666667, 139.5875 35.725, 139.575 35.725, 139.575 35.7166666666667))",セブンイ
578,53394467,"POLYGON ((139.5875 35.7166666666667, 139.6 35.7166666666667, 139.6 35.725, 139.5875 35.725, 139.5875 35.7166666666667))",セブンイ
579,53394468,"POLYGON ((139.6 35.7166666666667, 139.6125 35.7166666666667, 139.6125 35.725, 139.6 35.725, 139.6 35.7166666666667))",エーエム
580,53394469,"POLYGON ((139.6125 35.7166666666667, 139.625 35.7166666666667, 139.625 35.725, 139.6125 35.725, 139.6125 35.7166666666667))",セブンイ
581,53394470,"POLYGON ((139.5 35.725, 139.5125 35.725, 139.5125 35.7333333333333, 139.5 35.7333333333333, 139.5 35.725))",サークル
582,53394471,"POLYGON ((139.5125 35.725, 139.525 35.725, 139.525 35.7333333333333, 139.5125 35.7333333333333, 139.5125 35.725))",サークル
583,53394472,"POLYGON ((139.525 35.725, 139.5375 35.725, 139.5375 35.7333333333333, 139.525 35.7333333333333, 139.525 35.725))",ファミリ
584,53394473,"POLYGON ((139.5375 35.725, 139.55 35.725, 139.55 35.7333333333333, 139.5375 35.7333333333333, 139.5375 35.725))",セブンイ
585,53394474,"POLYGON ((139.55 35.725, 139.5625 35.725, 139.5625 35.7333333333333, 139.55 35.7333333333333, 139.55 35.725))",サンクス
586,53394475,"POLYGON ((139.5625 35.725, 139.575 35.725, 139.575 35.7333333333333, 139.5625 35.7333333333333, 139.5625 35.725))",セブンイ
587,53394476,"POLYGON ((139.575 35.725, 139.5875 35.725, 139.5875 35.7333333333333, 139.575 35.7333333333333, 139.575 35.725))",セブンイ
588,53394477,"POLYGON ((139.5875 35.725, 139.6 35.725, 139.6 35.7333333333333, 139.5875 35.7333333333333, 139.5875 35.725))",ファミリ
589,53394478,"POLYGON ((139.6 35.725, 139.6125 35.725, 139.6125 35.7333333333333, 139.6 35.7333333333333, 139.6 35.725))",セブンイ
590,53394479,"POLYGON ((139.6125 35.725, 139.625 35.725, 139.625 35.7333333333333, 139.6125 35.7333333333333, 139.6125 35.725))",セブンイ
591,53394480,"POLYGON ((139.5 35.7333333333333, 139.5125 35.7333333333333, 139.5125 35.7416666666667, 139.5 35.7416666666667, 139.5 35.7333333333333))",セブンイ
592,53394481,"POLYGON ((139.5125 35.7333333333333, 139.525 35.7333333333333, 139.525 35.7416666666667, 139.5125 35.7416666666667, 139.5125 35.7333333333333))",デイリー
593,53394482,"POLYGON ((139.525 35.7333333333333, 139.5375 35.7333333333333, 139.5375 35.7416666666667, 139.525 35.7416666666667, 139.525 35.7333333333333))",セブンイ
594,53394483,"POLYGON ((139.5375 35.7333333333333, 139.55 35.7333333333333, 139.55 35.7416666666667, 139.5375 35.7416666666667, 139.5375 35.7333333333333))",セブンイ
595,53394484,"POLYGON ((139.55 35.7333333333333, 139.5625 35.7333333333333, 139.5625 35.7416666666667, 139.55 35.7416666666667, 139.55 35.7333333333333))",サンクス
596,53394485,"POLYGON ((139.5625 35.7333333333333, 139.575 35.7333333333333, 139.575 35.7416666666667, 139.5625 35.7416666666667, 139.5625 35.7333333333333))",ファミリ
597,53394486,"POLYGON ((139.575 35.7333333333333, 139.5875 35.7333333333333, 139.5875 35.7416666666667, 139.575 35.7416666666667, 139.575 35.7333333333333))",サークル
598,53394487,"POLYGON ((139.5875 35.7333333333333, 139.6 35.7333333333333, 139.6 35.7416666666667, 139.5875 35.7416666666667, 139.5875 35.7333333333333))",ファミリ
599,53394488,"POLYGON ((139.6 35.7333333333333, 139.6125 35.7333333333333, 139.6125 35.7416666666667, 139.6 35.7416666666667, 139.6 35.7333333333333))",セブンイ
600,53394489,"POLYGON ((139.6125 35.7333333333333, 139.625 35.7333333333333, 139.625 35.7416666666667, 139.6125 35.7416666666667, 139.6125 35.7333333333333))",セブンイ
601,53394490,"POLYGON ((139.5 35.7416666666667, 139.5125 35.7416666666667, 139.5125 35.75, 139.5 35.75, 139.5 35.7416666666667))",ファミリ
602,53394491,"POLYGON ((139.5125 35.7416666666667, 139.525 35.7416666666667, 139.525 35.75, 139.5125 35.75, 139.5125 35.7416666666667))",ファミリ
603,53394492,"POLYGON ((139.525 35.7416666666667, 139.5375 35.7416666666667, 139.5375 35.75, 139.525 35.75, 139.525 35.7416666666667))",セブンイ
604,53394493,"POLYGON ((139.5375 35.7416666666667, 139.55 35.7416666666667, 139.55 35.75, 139.5375 35.75, 139.5375 35.7416666666667))",セブンイ
605,53394494,"POLYGON ((139.55 35.7416666666667, 139.5625 35.7416666666667, 139.5625 35.75, 139.55 35.75, 139.55 35.7416666666667))",ファミリ
606,53394495,"POLYGON ((139.5625 35.7416666666667, 139.575 35.7416666666667, 139.575 35.75, 139.5625 35.75, 139.5625 35.7416666666667))",ファミリ
607,53394496,"POLYGON ((139.575 35.7416666666667, 139.5875 35.7416666666667, 139.5875 35.75, 139.575 35.75, 139.575 35.7416666666667))",セブンイ
608,53394497,"POLYGON ((139.5875 35.7416666666667, 139.6 35.7416666666667, 139.6 35.75, 139.5875 35.75, 139.5875 35.7416666666667))",サークル
609,53394498,"POLYGON ((139.6 35.7416666666667, 139.6125 35.7416666666667, 139.6125 35.75, 139.6 35.75, 139.6 35.7416666666667))",サンクス
610,53394499,"POLYGON ((139.6125 35.7416666666667, 139.625 35.7416666666667, 139.625 35.75, 139.6125 35.75, 139.6125 35.7416666666667))",エーエム
611,53394500,"POLYGON ((139.625 35.6666666666667, 139.6375 35.6666666666667, 139.6375 35.675, 139.625 35.675, 139.625 35.6666666666667))",エーエム
612,53394501,"POLYGON ((139.6375 35.6666666666667, 139.65 35.6666666666667, 139.65 35.675, 139.6375 35.675, 139.6375 35.6666666666667))",サンクス
613,53394502,"POLYGON ((139.65 35.6666666666667, 139.6625 35.6666666666667, 139.6625 35.675, 139.65 35.675, 139.65 35.6666666666667))",エーエム
614,53394503,"POLYGON ((139.6625 35.6666666666667, 139.675 35.6666666666667, 139.675 35.675, 139.6625 35.675, 139.6625 35.6666666666667))",セブンイ
615,53394504,"POLYGON ((139.675 35.6666666666667, 139.6875 35.6666666666667, 139.6875 35.675, 139.675 35.675, 139.675 35.6666666666667))",セブンイ
616,53394505,"POLYGON ((139.6875 35.6666666666667, 139.7 35.6666666666667, 139.7 35.675, 139.6875 35.675, 139.6875 35.6666666666667))",エーエム
617,53394506,"POLYGON ((139.7 35.6666666666667, 139.7125 35.6666666666667, 139.7125 35.675, 139.7 35.675, 139.7 35.6666666666667))",サンクス
618,53394507,"POLYGON ((139.7125 35.6666666666667, 139.725 35.6666666666667, 139.725 35.675, 139.7125 35.675, 139.7125 35.6666666666667))",エーエム
619,53394508,"POLYGON ((139.725 35.6666666666667, 139.7375 35.6666666666667, 139.7375 35.675, 139.725 35.675, 139.725 35.6666666666667))",エーエム
620,53394509,"POLYGON ((139.7375 35.6666666666667, 139.75 35.6666666666667, 139.75 35.675, 139.7375 35.675, 139.7375 35.6666666666667))",他
621,53394510,"POLYGON ((139.625 35.675, 139.6375 35.675, 139.6375 35.6833333333333, 139.625 35.6833333333333, 139.625 35.675))",ファミリ
622,53394511,"POLYGON ((139.6375 35.675, 139.65 35.675, 139.65 35.6833333333333, 139.6375 35.6833333333333, 139.6375 35.675))",セブンイ
623,53394512,"POLYGON ((139.65 35.675, 139.6625 35.675, 139.6625 35.6833333333333, 139.65 35.6833333333333, 139.65 35.675))",セブンイ
624,53394513,"POLYGON ((139.6625 35.675, 139.675 35.675, 139.675 35.6833333333333, 139.6625 35.6833333333333, 139.6625 35.675))",エーエム
625,53394514,"POLYGON ((139.675 35.675, 139.6875 35.675, 139.6875 35.6833333333333, 139.675 35.6833333333333, 139.675 35.675))",セブンイ
626,53394515,"POLYGON ((139.6875 35.675, 139.7 35.675, 139.7 35.6833333333333, 139.6875 35.6833333333333, 139.6875 35.675))",サンクス
627,53394516,"POLYGON ((139.7 35.675, 139.7125 35.675, 139.7125 35.6833333333333, 139.7 35.6833333333333, 139.7 35.675))",エーエム
628,53394517,"POLYGON ((139.7125 35.675, 139.725 35.675, 139.725 35.6833333333333, 139.7125 35.6833333333333, 139.7125 35.675))",ミニスト
629,53394518,"POLYGON ((139.725 35.675, 139.7375 35.675, 139.7375 35.6833333333333, 139.725 35.6833333333333, 139.725 35.675))",エーエム
630,53394519,"POLYGON ((139.7375 35.675, 139.75 35.675, 139.75 35.6833333333333, 139.7375 35.6833333333333, 139.7375 35.675))",エーエム
631,53394521,"POLYGON ((139.6375 35.6833333333333, 139.65 35.6833333333333, 139.65 35.6916666666667, 139.6375 35.6916666666667, 139.6375 35.6833333333333))",エーエム
632,53394522,"POLYGON ((139.65 35.6833333333333, 139.6625 35.6833333333333, 139.6625 35.6916666666667, 139.65 35.6916666666667, 139.65 35.6833333333333))",セブンイ
633,53394523,"POLYGON ((139.6625 35.6833333333333, 139.675 35.6833333333333, 139.675 35.6916666666667, 139.6625 35.6916666666667, 139.6625 35.6833333333333))",セブンイ
634,53394524,"POLYGON ((139.675 35.6833333333333, 139.6875 35.6833333333333, 139.6875 35.6916666666667, 139.675 35.6916666666667, 139.675 35.6833333333333))",サンクス
635,53394525,"POLYGON ((139.6875 35.6833333333333, 139.7 35.6833333333333, 139.7 35.6916666666667, 139.6875 35.6916666666667, 139.6875 35.6833333333333))",エーエム
636,53394526,"POLYGON ((139.7 35.6833333333333, 139.7125 35.6833333333333, 139.7125 35.6916666666667, 139.7 35.6916666666667, 139.7 35.6833333333333))",エーエム
637,53394527,"POLYGON ((139.7125 35.6833333333333, 139.725 35.6833333333333, 139.725 35.6916666666667, 139.7125 35.6916666666667, 139.7125 35.6833333333333))",エーエム
638,53394528,"POLYGON ((139.725 35.6833333333333, 139.7375 35.6833333333333, 139.7375 35.6916666666667, 139.725 35.6916666666667, 139.725 35.6833333333333))",セブンイ
639,53394529,"POLYGON ((139.7375 35.6833333333333, 139.75 35.6833333333333, 139.75 35.6916666666667, 139.7375 35.6916666666667, 139.7375 35.6833333333333))",エーエム
640,53394530,"POLYGON ((139.625 35.6916666666667, 139.6375 35.6916666666667, 139.6375 35.7, 139.625 35.7, 139.625 35.6916666666667))",ミニスト
641,53394531,"POLYGON ((139.6375 35.6916666666667, 139.65 35.6916666666667, 139.65 35.7, 139.6375 35.7, 139.6375 35.6916666666667))",セブンイ
642,53394532,"POLYGON ((139.65 35.6916666666667, 139.6625 35.6916666666667, 139.6625 35.7, 139.65 35.7, 139.65 35.6916666666667))",セブンイ
643,53394533,"POLYGON ((139.6625 35.6916666666667, 139.675 35.6916666666667, 139.675 35.7, 139.6625 35.7, 139.6625 35.6916666666667))",セブンイ
644,53394534,"POLYGON ((139.675 35.6916666666667, 139.6875 35.6916666666667, 139.6875 35.7, 139.675 35.7, 139.675 35.6916666666667))",サンクス
645,53394535,"POLYGON ((139.6875 35.6916666666667, 139.7 35.6916666666667, 139.7 35.7, 139.6875 35.7, 139.6875 35.6916666666667))",エーエム
646,53394536,"POLYGON ((139.7 35.6916666666667, 139.7125 35.6916666666667, 139.7125 35.7, 139.7 35.7, 139.7 35.6916666666667))",ファミリ
647,53394537,"POLYGON ((139.7125 35.6916666666667, 139.725 35.6916666666667, 139.725 35.7, 139.7125 35.7, 139.7125 35.6916666666667))",エーエム
648,53394538,"POLYGON ((139.725 35.6916666666667, 139.7375 35.6916666666667, 139.7375 35.7, 139.725 35.7, 139.725 35.6916666666667))",サンクス
649,53394539,"POLYGON ((139.7375 35.6916666666667, 139.75 35.6916666666667, 139.75 35.7, 139.7375 35.7, 139.7375 35.6916666666667))",セブンイ
650,53394540,"POLYGON ((139.625 35.7, 139.6375 35.7, 139.6375 35.7083333333333, 139.625 35.7083333333333, 139.625 35.7))",ローソン
651,53394541,"POLYGON ((139.6375 35.7, 139.65 35.7, 139.65 35.7083333333333, 139.6375 35.7083333333333, 139.6375 35.7))",セブンイ
652,53394542,"POLYGON ((139.65 35.7, 139.6625 35.7, 139.6625 35.7083333333333, 139.65 35.7083333333333, 139.65 35.7))",セブンイ
653,53394543,"POLYGON ((139.6625 35.7, 139.675 35.7, 139.675 35.7083333333333, 139.6625 35.7083333333333, 139.6625 35.7))",サンクス
654,53394544,"POLYGON ((139.675 35.7, 139.6875 35.7, 139.6875 35.7083333333333, 139.675 35.7083333333333, 139.675 35.7))",セブンイ
655,53394545,"POLYGON ((139.6875 35.7, 139.7 35.7, 139.7 35.7083333333333, 139.6875 35.7083333333333, 139.6875 35.7))",ローソン
656,53394546,"POLYGON ((139.7 35.7, 139.7125 35.7, 139.7125 35.7083333333333, 139.7 35.7083333333333, 139.7 35.7))",ファミリ
657,53394547,"POLYGON ((139.7125 35.7, 139.725 35.7, 139.725 35.7083333333333, 139.7125 35.7083333333333, 139.7125 35.7))",セブンイ
658,53394548,"POLYGON ((139.725 35.7, 139.7375 35.7, 139.7375 35.7083333333333, 139.725 35.7083333333333, 139.725 35.7))",セブンイ
659,53394549,"POLYGON ((139.7375 35.7, 139.75 35.7, 139.75 35.7083333333333, 139.7375 35.7083333333333, 139.7375 35.7))",エーエム
660,53394550,"POLYGON ((139.625 35.7083333333333, 139.6375 35.7083333333333, 139.6375 35.7166666666667, 139.625 35.7166666666667, 139.625 35.7083333333333))",セブンイ
661,53394551,"POLYGON ((139.6375 35.7083333333333, 139.65 35.7083333333333, 139.65 35.7166666666667, 139.6375 35.7166666666667, 139.6375 35.7083333333333))",セブンイ
662,53394552,"POLYGON ((139.65 35.7083333333333, 139.6625 35.7083333333333, 139.6625 35.7166666666667, 139.65 35.7166666666667, 139.65 35.7083333333333))",サンクス
663,53394553,"POLYGON ((139.6625 35.7083333333333, 139.675 35.7083333333333, 139.675 35.7166666666667, 139.6625 35.7166666666667, 139.6625 35.7083333333333))",セブンイ
664,53394554,"POLYGON ((139.675 35.7083333333333, 139.6875 35.7083333333333, 139.6875 35.7166666666667, 139.675 35.7166666666667, 139.675 35.7083333333333))",セブンイ
665,53394555,"POLYGON ((139.6875 35.7083333333333, 139.7 35.7083333333333, 139.7 35.7166666666667, 139.6875 35.7166666666667, 139.6875 35.7083333333333))",セブンイ
666,53394556,"POLYGON ((139.7 35.7083333333333, 139.7125 35.7083333333333, 139.7125 35.7166666666667, 139.7 35.7166666666667, 139.7 35.7083333333333))",サンクス
667,53394557,"POLYGON ((139.7125 35.7083333333333, 139.725 35.7083333333333, 139.725 35.7166666666667, 139.7125 35.7166666666667, 139.7125 35.7083333333333))",ファミリ
668,53394558,"POLYGON ((139.725 35.7083333333333, 139.7375 35.7083333333333, 139.7375 35.7166666666667, 139.725 35.7166666666667, 139.725 35.7083333333333))",ファミリ
669,53394559,"POLYGON ((139.7375 35.7083333333333, 139.75 35.7083333333333, 139.75 35.7166666666667, 139.7375 35.7166666666667, 139.7375 35.7083333333333))",セブンイ
670,53394560,"POLYGON ((139.625 35.7166666666667, 139.6375 35.7166666666667, 139.6375 35.725, 139.625 35.725, 139.625 35.7166666666667))",ローソン
671,53394561,"POLYGON ((139.6375 35.7166666666667, 139.65 35.7166666666667, 139.65 35.725, 139.6375 35.725, 139.6375 35.7166666666667))",セブンイ
672,53394562,"POLYGON ((139.65 35.7166666666667, 139.6625 35.7166666666667, 139.6625 35.725, 139.65 35.725, 139.65 35.7166666666667))",サンクス
673,53394563,"POLYGON ((139.6625 35.7166666666667, 139.675 35.7166666666667, 139.675 35.725, 139.6625 35.725, 139.6625 35.7166666666667))",セブンイ
674,53394564,"POLYGON ((139.675 35.7166666666667, 139.6875 35.7166666666667, 139.6875 35.725, 139.675 35.725, 139.675 35.7166666666667))",セブンイ
675,53394565,"POLYGON ((139.6875 35.7166666666667, 139.7 35.7166666666667, 139.7 35.725, 139.6875 35.725, 139.6875 35.7166666666667))",サンクス
676,53394566,"POLYGON ((139.7 35.7166666666667, 139.7125 35.7166666666667, 139.7125 35.725, 139.7 35.725, 139.7 35.7166666666667))",ファミリ
677,53394567,"POLYGON ((139.7125 35.7166666666667, 139.725 35.7166666666667, 139.725 35.725, 139.7125 35.725, 139.7125 35.7166666666667))",セブンイ
678,53394568,"POLYGON ((139.725 35.7166666666667, 139.7375 35.7166666666667, 139.7375 35.725, 139.725 35.725, 139.725 35.7166666666667))",ファミリ
679,53394569,"POLYGON ((139.7375 35.7166666666667, 139.75 35.7166666666667, 139.75 35.725, 139.7375 35.725, 139.7375 35.7166666666667))",ファミリ
680,53394570,"POLYGON ((139.625 35.725, 139.6375 35.725, 139.6375 35.7333333333333, 139.625 35.7333333333333, 139.625 35.725))",セブンイ
681,53394571,"POLYGON ((139.6375 35.725, 139.65 35.725, 139.65 35.7333333333333, 139.6375 35.7333333333333, 139.6375 35.725))",サンクス
682,53394572,"POLYGON ((139.65 35.725, 139.6625 35.725, 139.6625 35.7333333333333, 139.65 35.7333333333333, 139.65 35.725))",セブンイ
683,53394573,"POLYGON ((139.6625 35.725, 139.675 35.725, 139.675 35.7333333333333, 139.6625 35.7333333333333, 139.6625 35.725))",サンクス
